year,state,state_abbreviation,county,office,candidate,party,candidate_votes,total_votes,candidate_percent
2016,Illinois,IL,Putnam,President,Donald Trump,republican,1767.0,3111,0.5679845708775313
2016,Illinois,IL,Putnam,President,Other,other,197.0,3111,0.06332369013179043
2016,Illinois,IL,Randolph,President,Hillary Clinton,democrat,3439.0,14194,0.24228547273495843
2016,Illinois,IL,Randolph,President,Donald Trump,republican,10023.0,14194,0.7061434408905172
2016,Illinois,IL,Randolph,President,Other,other,732.0,14194,0.05157108637452445
2016,Illinois,IL,Richland,President,Hillary Clinton,democrat,1584.0,7684,0.20614263404476835
2016,Illinois,IL,Richland,President,Donald Trump,republican,5739.0,7684,0.7468766267568975
2016,Illinois,IL,Richland,President,Other,other,361.0,7684,0.046980739198334204
2016,Illinois,IL,Rock Island,President,Hillary Clinton,democrat,32298.0,63994,0.5047035659593087
2016,Illinois,IL,Rock Island,President,Donald Trump,republican,26998.0,63994,0.4218833015595212
2016,Illinois,IL,Rock Island,President,Other,other,4698.0,63994,0.07341313248117011
2016,Illinois,IL,St. Clair,President,Hillary Clinton,democrat,60756.0,120580,0.5038646541715044
2016,Illinois,IL,St. Clair,President,Donald Trump,republican,53857.0,120580,0.4466495272847902
2016,Illinois,IL,St. Clair,President,Other,other,5967.0,120580,0.04948581854370542
2016,Illinois,IL,Saline,President,Hillary Clinton,democrat,2572.0,11384,0.22593113141250878
2016,Illinois,IL,Saline,President,Donald Trump,republican,8276.0,11384,0.7269852424455376
2016,Illinois,IL,Saline,President,Other,other,536.0,11384,0.04708362614195362
2016,Illinois,IL,Sangamon,President,Hillary Clinton,democrat,40907.0,98373,0.4158356459597654
2016,Illinois,IL,Sangamon,President,Donald Trump,republican,49944.0,98373,0.5077002836144064
2016,Illinois,IL,Sangamon,President,Other,other,7522.0,98373,0.07646407042582823
2016,Illinois,IL,Schuyler,President,Hillary Clinton,democrat,1075.0,3828,0.28082549634273773
2016,Illinois,IL,Schuyler,President,Donald Trump,republican,2524.0,3828,0.6593521421107628
2016,Illinois,IL,Schuyler,President,Other,other,229.0,3828,0.059822361546499475
2016,Illinois,IL,Scott,President,Hillary Clinton,democrat,535.0,2608,0.20513803680981596
2016,Illinois,IL,Scott,President,Donald Trump,republican,1966.0,2608,0.7538343558282209
2016,Illinois,IL,Scott,President,Other,other,107.0,2608,0.04102760736196319
2016,Illinois,IL,Shelby,President,Hillary Clinton,democrat,2288.0,11010,0.20781108083560398
2016,Illinois,IL,Shelby,President,Donald Trump,republican,8229.0,11010,0.7474114441416894
2016,Illinois,IL,Shelby,President,Other,other,493.0,11010,0.04477747502270663
2016,Illinois,IL,Stark,President,Hillary Clinton,democrat,751.0,2743,0.27378782355085673
2016,Illinois,IL,Stark,President,Donald Trump,republican,1778.0,2743,0.6481954064892453
2016,Illinois,IL,Stark,President,Other,other,214.0,2743,0.07801676995989792
2016,Illinois,IL,Stephenson,President,Hillary Clinton,democrat,7768.0,20343,0.38185125104458534
2016,Illinois,IL,Stephenson,President,Donald Trump,republican,11083.0,20343,0.5448065673696112
2016,Illinois,IL,Stephenson,President,Other,other,1492.0,20343,0.07334218158580347
2016,Illinois,IL,Tazewell,President,Hillary Clinton,democrat,20685.0,64400,0.32119565217391305
2016,Illinois,IL,Tazewell,President,Donald Trump,republican,38707.0,64400,0.6010403726708075
2016,Illinois,IL,Tazewell,President,Other,other,5008.0,64400,0.0777639751552795
2016,Illinois,IL,Union,President,Hillary Clinton,democrat,2402.0,8537,0.28136347663113503
2016,Illinois,IL,Union,President,Donald Trump,republican,5790.0,8537,0.6782242005388309
2016,Illinois,IL,Union,President,Other,other,345.0,8537,0.04041232283003397
2016,Illinois,IL,Vermilion,President,Hillary Clinton,democrat,10039.0,30570,0.32839385017991496
2016,Illinois,IL,Vermilion,President,Donald Trump,republican,19087.0,30570,0.6243702976774615
2016,Illinois,IL,Vermilion,President,Other,other,1444.0,30570,0.047235852142623484
2016,Illinois,IL,Wabash,President,Hillary Clinton,democrat,1151.0,5464,0.2106515373352855
2016,Illinois,IL,Wabash,President,Donald Trump,republican,4047.0,5464,0.7406661786237189
2016,Illinois,IL,Wabash,President,Other,other,266.0,5464,0.04868228404099561
2016,Illinois,IL,Warren,President,Hillary Clinton,democrat,2987.0,7807,0.3826053541693352
2016,Illinois,IL,Warren,President,Donald Trump,republican,4275.0,7807,0.5475855001921353
2016,Illinois,IL,Warren,President,Other,other,545.0,7807,0.06980914563852952
2016,Illinois,IL,Washington,President,Hillary Clinton,democrat,1448.0,7427,0.19496431937525247
2016,Illinois,IL,Washington,President,Donald Trump,republican,5571.0,7427,0.7501009829002289
2016,Illinois,IL,Washington,President,Other,other,408.0,7427,0.05493469772451865
2016,Illinois,IL,Wayne,President,Hillary Clinton,democrat,1048.0,8261,0.1268611548238712
2016,Illinois,IL,Wayne,President,Donald Trump,republican,6967.0,8261,0.8433603679941896
2016,Illinois,IL,Wayne,President,Other,other,246.0,8261,0.029778477181939232
2016,Illinois,IL,White,President,Hillary Clinton,democrat,1412.0,7335,0.19250170415814588
2016,Illinois,IL,White,President,Donald Trump,republican,5640.0,7335,0.7689161554192229
2016,Illinois,IL,White,President,Other,other,283.0,7335,0.03858214042263122
2016,Illinois,IL,Whiteside,President,Hillary Clinton,democrat,11035.0,25582,0.4313579860839653
2016,Illinois,IL,Whiteside,President,Donald Trump,republican,12615.0,25582,0.4931201626143382
2016,Illinois,IL,Whiteside,President,Other,other,1932.0,25582,0.0755218513016965
2016,Illinois,IL,Will,President,Hillary Clinton,democrat,151927.0,300904,0.5049018956211948
2016,Illinois,IL,Will,President,Donald Trump,republican,132720.0,300904,0.44107090633557544
2016,Illinois,IL,Will,President,Other,other,16257.0,300904,0.05402719804322974
2016,Illinois,IL,Williamson,President,Hillary Clinton,democrat,8581.0,31852,0.26940223533844027
2016,Illinois,IL,Williamson,President,Donald Trump,republican,21570.0,31852,0.6771945246766294
2016,Illinois,IL,Williamson,President,Other,other,1701.0,31852,0.0534032399849303
2016,Illinois,IL,Winnebago,President,Hillary Clinton,democrat,55713.0,118376,0.47064438737581943
2016,Illinois,IL,Winnebago,President,Donald Trump,republican,55624.0,118376,0.469892545786308
2016,Illinois,IL,Winnebago,President,Other,other,7039.0,118376,0.059463066837872544
2016,Illinois,IL,Woodford,President,Hillary Clinton,democrat,5092.0,19864,0.2563431333064841
2016,Illinois,IL,Woodford,President,Donald Trump,republican,13207.0,19864,0.6648711236407572
2016,Illinois,IL,Woodford,President,Other,other,1565.0,19864,0.07878574305275876
2016,Indiana,IN,Adams,President,Hillary Clinton,democrat,2805.0,13090,0.21428571428571427
2016,Indiana,IN,Adams,President,Donald Trump,republican,9648.0,13090,0.7370511841100076
2016,Indiana,IN,Adams,President,Other,other,637.0,13090,0.04866310160427807
2016,Indiana,IN,Allen,President,Hillary Clinton,democrat,55382.0,147137,0.3763975070852335
2016,Indiana,IN,Allen,President,Donald Trump,republican,83930.0,147137,0.5704207643216866
2016,Indiana,IN,Allen,President,Other,other,7825.0,147137,0.053181728593079916
2016,Indiana,IN,Bartholomew,President,Hillary Clinton,democrat,9841.0,32490,0.30289319790704833
2016,Indiana,IN,Bartholomew,President,Donald Trump,republican,20640.0,32490,0.6352723915050785
2016,Indiana,IN,Bartholomew,President,Other,other,2009.0,32490,0.061834410587873194
2016,Indiana,IN,Benton,President,Hillary Clinton,democrat,860.0,3666,0.23458810692853246
2016,Indiana,IN,Benton,President,Donald Trump,republican,2579.0,3666,0.7034915439170758
2016,Indiana,IN,Benton,President,Other,other,227.0,3666,0.06192034915439171
2016,Indiana,IN,Blackford,President,Hillary Clinton,democrat,1243.0,4839,0.2568712543914032
2016,Indiana,IN,Blackford,President,Donald Trump,republican,3350.0,4839,0.6922917958255838
2016,Indiana,IN,Blackford,President,Other,other,246.0,4839,0.05083694978301302
2016,Indiana,IN,Boone,President,Hillary Clinton,democrat,10181.0,32178,0.3163962956056933
2016,Indiana,IN,Boone,President,Donald Trump,republican,19654.0,32178,0.6107899807321773
2016,Indiana,IN,Boone,President,Other,other,2343.0,32178,0.0728137236621294
2016,Indiana,IN,Brown,President,Hillary Clinton,democrat,2518.0,7945,0.3169288860918817
2016,Indiana,IN,Brown,President,Donald Trump,republican,5016.0,7945,0.6313404657016992
2016,Indiana,IN,Brown,President,Other,other,411.0,7945,0.05173064820641913
2016,Indiana,IN,Carroll,President,Hillary Clinton,democrat,1892.0,8643,0.21890547263681592
2016,Indiana,IN,Carroll,President,Donald Trump,republican,6273.0,8643,0.7257896563693162
2016,Indiana,IN,Carroll,President,Other,other,478.0,8643,0.05530487099386787
2016,Indiana,IN,Cass,President,Hillary Clinton,democrat,3759.0,14209,0.2645506369202618
2016,Indiana,IN,Cass,President,Donald Trump,republican,9701.0,14209,0.6827362938982335
2016,Indiana,IN,Cass,President,Other,other,749.0,14209,0.05271306918150468
2016,Indiana,IN,Clark,President,Hillary Clinton,democrat,18808.0,51147,0.36772440221322855
2016,Indiana,IN,Clark,President,Donald Trump,republican,30035.0,51147,0.587228967485874
2016,Indiana,IN,Clark,President,Other,other,2304.0,51147,0.045046630300897415
2016,Indiana,IN,Clay,President,Hillary Clinton,democrat,2306.0,11282,0.20439638361992554
2016,Indiana,IN,Clay,President,Donald Trump,republican,8531.0,11282,0.7561602552738876
2016,Indiana,IN,Clay,President,Other,other,445.0,11282,0.03944336110618685
2016,Indiana,IN,Clinton,President,Hillary Clinton,democrat,2819.0,11936,0.23617627345844505
2016,Indiana,IN,Clinton,President,Donald Trump,republican,8531.0,11936,0.7147285522788204
2016,Indiana,IN,Clinton,President,Other,other,586.0,11936,0.04909517426273458
2016,Indiana,IN,Crawford,President,Hillary Clinton,democrat,1323.0,4593,0.2880470280862182
2016,Indiana,IN,Crawford,President,Donald Trump,republican,3015.0,4593,0.6564337034617896
2016,Indiana,IN,Crawford,President,Other,other,255.0,4593,0.05551926845199216
2016,Indiana,IN,Daviess,President,Hillary Clinton,democrat,1800.0,10768,0.16716196136701336
2016,Indiana,IN,Daviess,President,Donald Trump,republican,8545.0,10768,0.7935549777117384
2016,Indiana,IN,Daviess,President,Other,other,423.0,10768,0.03928306092124814
2016,Indiana,IN,Dearborn,President,Hillary Clinton,democrat,4883.0,23987,0.20356859965814816
2016,Indiana,IN,Dearborn,President,Donald Trump,republican,18113.0,23987,0.7551173552340851
2016,Indiana,IN,Dearborn,President,Other,other,991.0,23987,0.041314045107766706
2016,Indiana,IN,Decatur,President,Hillary Clinton,democrat,2121.0,11127,0.1906174170935562
2016,Indiana,IN,Decatur,President,Donald Trump,republican,8490.0,11127,0.763008897276894
2016,Indiana,IN,Decatur,President,Other,other,516.0,11127,0.046373685629549743
2016,Indiana,IN,DeKalb,President,Hillary Clinton,democrat,3942.0,16902,0.23322683706070288
2016,Indiana,IN,DeKalb,President,Donald Trump,republican,12054.0,16902,0.7131700390486333
2016,Indiana,IN,DeKalb,President,Other,other,906.0,16902,0.05360312389066383
2016,Indiana,IN,Delaware,President,Hillary Clinton,democrat,18153.0,45123,0.4023003789641646
2016,Indiana,IN,Delaware,President,Donald Trump,republican,24263.0,45123,0.5377080424617158
2016,Indiana,IN,Delaware,President,Other,other,2707.0,45123,0.05999157857411963
2016,Indiana,IN,Dubois,President,Hillary Clinton,democrat,5389.0,19984,0.26966573258606885
2016,Indiana,IN,Dubois,President,Donald Trump,republican,13365.0,19984,0.6687850280224179
2016,Indiana,IN,Dubois,President,Other,other,1230.0,19984,0.06154923939151321
2016,Indiana,IN,Elkhart,President,Hillary Clinton,democrat,20740.0,65630,0.3160140179795825
2016,Indiana,IN,Elkhart,President,Donald Trump,republican,41867.0,65630,0.6379247295444157
2016,Indiana,IN,Elkhart,President,Other,other,3023.0,65630,0.046061252476001825
2016,Indiana,IN,Fayette,President,Hillary Clinton,democrat,2252.0,9530,0.23630640083945437
2016,Indiana,IN,Fayette,President,Donald Trump,republican,6839.0,9530,0.7176285414480588
2016,Indiana,IN,Fayette,President,Other,other,439.0,9530,0.04606505771248688
2016,Indiana,IN,Floyd,President,Hillary Clinton,democrat,13945.0,37425,0.37261189044756177
2016,Indiana,IN,Floyd,President,Donald Trump,republican,21432.0,37425,0.5726653306613226
2016,Indiana,IN,Floyd,President,Other,other,2048.0,37425,0.05472277889111556
2016,Indiana,IN,Fountain,President,Hillary Clinton,democrat,1476.0,7492,0.19701014415376403
2016,Indiana,IN,Fountain,President,Donald Trump,republican,5662.0,7492,0.7557394554191137
2016,Indiana,IN,Fountain,President,Other,other,354.0,7492,0.047250400427122266
2016,Indiana,IN,Franklin,President,Hillary Clinton,democrat,1969.0,11013,0.17878870425860346
2016,Indiana,IN,Franklin,President,Donald Trump,republican,8669.0,11013,0.7871606283483156
2016,Indiana,IN,Franklin,President,Other,other,375.0,11013,0.03405066739308091
2016,Indiana,IN,Fulton,President,Hillary Clinton,democrat,1960.0,8374,0.2340577979460234
2016,Indiana,IN,Fulton,President,Donald Trump,republican,6010.0,8374,0.7176976355385718
2016,Indiana,IN,Fulton,President,Other,other,404.0,8374,0.048244566515404826
2016,Indiana,IN,Gibson,President,Hillary Clinton,democrat,3721.0,15484,0.24031258072849393
2016,Indiana,IN,Gibson,President,Donald Trump,republican,11081.0,15484,0.7156419529837251
2016,Indiana,IN,Gibson,President,Other,other,682.0,15484,0.044045466287780936
2016,Indiana,IN,Grant,President,Hillary Clinton,democrat,7010.0,25312,0.27694374209860934
2016,Indiana,IN,Grant,President,Donald Trump,republican,17008.0,25312,0.6719342604298356
2016,Indiana,IN,Grant,President,Other,other,1294.0,25312,0.05112199747155499
2016,Indiana,IN,Greene,President,Hillary Clinton,democrat,2929.0,13801,0.21223099775378595
2016,Indiana,IN,Greene,President,Donald Trump,republican,10277.0,13801,0.7446561843344686
2016,Indiana,IN,Greene,President,Other,other,595.0,13801,0.043112817911745524
2016,Indiana,IN,Hamilton,President,Hillary Clinton,democrat,57263.0,154256,0.37122056840576706
2016,Indiana,IN,Hamilton,President,Donald Trump,republican,87404.0,154256,0.5666165335546105
2016,Indiana,IN,Hamilton,President,Other,other,9589.0,154256,0.062162898039622445
2016,Indiana,IN,Hancock,President,Hillary Clinton,democrat,8904.0,36181,0.24609601724662117
2016,Indiana,IN,Hancock,President,Donald Trump,republican,25074.0,36181,0.6930156712086454
2016,Indiana,IN,Hancock,President,Other,other,2203.0,36181,0.060888311544733426
2016,Indiana,IN,Harrison,President,Hillary Clinton,democrat,4783.0,18558,0.257732514279556
2016,Indiana,IN,Harrison,President,Donald Trump,republican,12943.0,18558,0.6974350684340985
2016,Indiana,IN,Harrison,President,Other,other,832.0,18558,0.04483241728634551
2016,Indiana,IN,Hendricks,President,Hillary Clinton,democrat,22600.0,75559,0.29910401143477283
2016,Indiana,IN,Hendricks,President,Donald Trump,republican,48337.0,75559,0.6397252478195847
2016,Indiana,IN,Hendricks,President,Other,other,4622.0,75559,0.06117074074564248
2016,Indiana,IN,Henry,President,Hillary Clinton,democrat,5124.0,20155,0.2542297196725378
2016,Indiana,IN,Henry,President,Donald Trump,republican,13895.0,20155,0.6894070950136443
2016,Indiana,IN,Henry,President,Other,other,1136.0,20155,0.05636318531381791
2016,Indiana,IN,Howard,President,Hillary Clinton,democrat,11215.0,36843,0.3043997502917786
2016,Indiana,IN,Howard,President,Donald Trump,republican,23675.0,36843,0.6425915370626714
2016,Indiana,IN,Howard,President,Other,other,1953.0,36843,0.05300871264555004
2016,Indiana,IN,Huntington,President,Hillary Clinton,democrat,3506.0,16043,0.2185376799850402
2016,Indiana,IN,Huntington,President,Donald Trump,republican,11649.0,16043,0.7261110764819547
2016,Indiana,IN,Huntington,President,Other,other,888.0,16043,0.05535124353300505
2016,Indiana,IN,Jackson,President,Hillary Clinton,democrat,3843.0,17573,0.21868775963125248
2016,Indiana,IN,Jackson,President,Donald Trump,republican,12859.0,17573,0.7317475672907301
2016,Indiana,IN,Jackson,President,Other,other,871.0,17573,0.049564673078017416
2016,Indiana,IN,Jasper,President,Hillary Clinton,democrat,3329.0,13378,0.24884138137240244
2016,Indiana,IN,Jasper,President,Donald Trump,republican,9382.0,13378,0.7013006428464643
2016,Indiana,IN,Jasper,President,Other,other,667.0,13378,0.049857975781133206
2016,Indiana,IN,Jay,President,Hillary Clinton,democrat,1889.0,7986,0.2365389431505134
2016,Indiana,IN,Jay,President,Donald Trump,republican,5697.0,7986,0.713373403456048
2016,Indiana,IN,Jay,President,Other,other,400.0,7986,0.05008765339343852
2016,Indiana,IN,Jefferson,President,Hillary Clinton,democrat,4326.0,13544,0.3194034258712345
2016,Indiana,IN,Jefferson,President,Donald Trump,republican,8546.0,13544,0.6309805079740106
2016,Indiana,IN,Jefferson,President,Other,other,672.0,13544,0.049616066154754876
2016,Indiana,IN,Jennings,President,Hillary Clinton,democrat,2364.0,11150,0.21201793721973095
2016,Indiana,IN,Jennings,President,Donald Trump,republican,8224.0,11150,0.7375784753363229
2016,Indiana,IN,Jennings,President,Other,other,562.0,11150,0.050403587443946185
2016,Indiana,IN,Johnson,President,Hillary Clinton,democrat,17318.0,66500,0.26042105263157894
2016,Indiana,IN,Johnson,President,Donald Trump,republican,45456.0,66500,0.6835488721804511
2016,Indiana,IN,Johnson,President,Other,other,3726.0,66500,0.05603007518796992
2016,Indiana,IN,Knox,President,Hillary Clinton,democrat,3772.0,15516,0.24310389275586491
2016,Indiana,IN,Knox,President,Donald Trump,republican,11077.0,15516,0.7139082237690126
2016,Indiana,IN,Knox,President,Other,other,667.0,15516,0.04298788347512245
2016,Indiana,IN,Kosciusko,President,Hillary Clinton,democrat,6313.0,32084,0.19676474255080414
2016,Indiana,IN,Kosciusko,President,Donald Trump,republican,23935.0,32084,0.7460104725096621
2016,Indiana,IN,Kosciusko,President,Other,other,1836.0,32084,0.05722478493953372
2016,Indiana,IN,LaGrange,President,Hillary Clinton,democrat,2080.0,9566,0.2174367551745766
